#This file specifies the location based interactions with certain Pokémon groups.
#Data: map files|Pokemon IDs and Exclude IDs (start with !)|Daytime|Weather setting|Season setting|Type settings|Probability|Emoji|Message
#Valid emojis: "...", "!", ">:(", "?", "note", "<3", ":(", "ball", ":D", ":)", "bad", ";)", "AFK", "/:(", ":3", ":/"
#empty values are marked as "-1".
#Pokémon names are substituted (get it?) as "<name>".

{yourroom.dat|-1|-1|-1|-1|-1|100|...|<system.token(FollowerInteraction_NewBarkTown_YourHouse_PlayerRoom1)>}
{yourroom.dat|-1|-1|-1|-1|-1|100|note|<system.token(FollowerInteraction_NewBarkTown_YourHouse_PlayerRoom2)>}
{barktown0.dat|-1|-1|-1|-1|-1|100|:D|<system.token(FollowerInteraction_NewBarkTown_YourHouse_LivingRoom)>}
{barktown.dat|-1|-1|-1|-1|-1|100|!|<system.token(FollowerInteraction_NewBarkTown_Outside1)>}
{barktown.dat|-1|-1|-1|-1|-1|100|<3|<system.token(FollowerInteraction_NewBarkTown_Outside2)>}
{barktown.dat,yourroom.dat,barktown0.dat|-1|-1|-1|-1|-1|100|:)|<system.token(FollowerInteraction_NewBarkTown_Relaxed)>}
{elmlab.dat|-1|-1|-1|-1|-1|100|:)|<system.token(FollowerInteraction_NewBarkTown_ElmLab)>}

{route29.dat,route30.dat,route31.dat,route32.dat|152,153,154|-1|-1|-1|-1|100|:)|<system.token(FollowerInteraction_Routes29-32_ChikoritaAndEvos1)>}
{route29.dat,route30.dat,route31.dat,route32.dat|152,153,154|-1|-1|-1|-1|100|:)|<system.token(FollowerInteraction_Routes29-32_ChikoritaAndEvos2)>}
{route29.dat,route30.dat,route31.dat,route32.dat|155,156,157|-1|-1|-1|-1|100|:)|<system.token(FollowerInteraction_Routes29-32_CyndaquilAndEvos1)>}
{route29.dat,route30.dat,route31.dat,route32.dat|155,156,157|-1|-1|-1|-1|100|:)|<system.token(FollowerInteraction_Routes29-32_CyndaquilAndEvos2)>}
{route29.dat,route30.dat,route31.dat,route32.dat|158,159,160|-1|-1|-1|-1|100|:)|<system.token(FollowerInteraction_Routes29-32_TotodileAndEvos1)>}
{route29.dat,route30.dat,route31.dat,route32.dat|158,159,160|-1|-1|-1|-1|100|:)|<system.token(FollowerInteraction_Routes29-32_TotodileAndEvos2)>}

{cherrygrove.dat|-1|-1|-1|-1|-1|100|:)|<system.token(FollowerInteraction_CherrygroveCity1)>}
{cherrygrove.dat|-1|-1|-1|-1|-1|100|:)|<system.token(FollowerInteraction_CherrygroveCity2)>}
{cherrygrove.dat,olivine.dat,vermilion\main.dat,cianwood.dat|-1|-1|-1|-1|-1|100|:)|<system.token(FollowerInteraction_CitiesWithOcean1)>}
{cherrygrove.dat,olivine.dat,vermilion\main.dat,cianwood.dat|-1|-1|-1|-1|-1|100|:)|<system.token(FollowerInteraction_CitiesWithOcean2)>}

{darkcave\darkcave0.dat,darkcave\darkcave1.dat|-1|-1|-1|-1|Ice|100|:3|<system.token(FollowerInteraction_DarkCaveIcePokemon)>}

{violet\school.dat|-1|-1|-1|-1|-1|100|...|<system.token(FollowerInteraction_VioletCity_School)>}
{violet\002.dat|-1|-1|-1|-1|-1|100|:D|<system.token(FollowerInteraction_VioletCity_StrawberryPidgeyHouse)>}
